기온,노면온도,humi_,alti_,시간,경도,위도
-4.1,-8.1,54.2,10255,2024-01-25 06:20:55,127.5302732,34.9577721
-4.1,-8.1,54.2,10256,2024-01-25 06:20:55,127.5302474,34.9577599
-4.1,-8.1,54.2,10256,2024-01-25 06:20:56,127.5302474,34.9577599
-4.1,-8.1,54.2,10256,2024-01-25 06:20:56,127.5302243,34.9577502
-4.1,-8.2,54.2,10256,2024-01-25 06:20:57,127.5302243,34.9577502
-4.1,-8.1,54.2,10256,2024-01-25 06:20:57,127.5302064,34.9577427
-4.1,-8.1,54.2,10256,2024-01-25 06:20:58,127.5302064,34.9577427
-4.1,-8.2,54.2,10256,2024-01-25 06:20:58,127.5301938,34.9577389
-4.1,-8.2,54.2,10256,2024-01-25 06:20:59,127.5301938,34.9577389
-4.0,-8.2,54.2,10256,2024-01-25 06:20:59,127.5301886,34.9577365
-4.0,-8.2,54.2,10256,2024-01-25 06:21:00,127.5301886,34.9577365
-4.1,-8.1,54.2,10256,2024-01-25 06:21:00,127.5301831,34.957733
-4.0,-8.2,54.2,10256,2024-01-25 06:21:01,127.5301831,34.957733
-4.0,-8.3,54.2,10256,2024-01-25 06:21:01,127.5301722,34.9577266
-4.1,-8.2,54.2,10256,2024-01-25 06:21:02,127.5301722,34.9577266
-4.0,-8.2,54.2,10256,2024-01-25 06:21:02,127.5301564,34.9577199
-4.1,-8.1,54.2,10256,2024-01-25 06:21:03,127.5301564,34.9577199
-4.0,-8.1,54.2,10256,2024-01-25 06:21:03,127.5301342,34.957711
-4.0,-8.2,54.2,10256,2024-01-25 06:21:04,127.5301342,34.957711
-4.0,-8.2,54.2,10256,2024-01-25 06:21:04,127.5301019,34.9576961
-4.0,-8.1,54.2,10255,2024-01-25 06:21:05,127.5301019,34.9576961
-4.0,-8.0,54.2,10255,2024-01-25 06:21:05,127.5300562,34.9576748
-4.0,-8.0,54.2,10255,2024-01-25 06:21:06,127.5300562,34.9576748
-4.0,-7.9,54.2,10254,2024-01-25 06:21:06,127.5300012,34.957649
-4.0,-7.8,54.2,10254,2024-01-25 06:21:07,127.5300012,34.957649
-4.0,-8.0,54.2,10254,2024-01-25 06:21:07,127.5299421,34.9576188
-4.0,-7.9,54.2,10254,2024-01-25 06:21:08,127.5299421,34.9576188
-4.0,-7.9,54.2,10254,2024-01-25 06:21:08,127.5298755,34.9575876
-3.9,-8.1,54.2,10253,2024-01-25 06:21:09,127.5298755,34.9575876
-3.9,-8.0,54.2,10253,2024-01-25 06:21:09,127.5298013,34.9575507
-3.9,-8.3,54.2,10253,2024-01-25 06:21:10,127.5298013,34.9575507
-3.9,-8.3,54.3,10253,2024-01-25 06:21:10,127.5297227,34.9575086
-3.9,-8.3,54.3,10253,2024-01-25 06:21:11,127.5297227,34.9575086
-3.9,-8.1,54.3,10253,2024-01-25 06:21:11,127.5296401,34.9574657
-3.9,-8.2,54.3,10252,2024-01-25 06:21:12,127.5296401,34.9574657
-3.9,-8.3,54.3,10252,2024-01-25 06:21:12,127.5295475,34.9574248
-3.9,-8.3,54.3,10252,2024-01-25 06:21:13,127.5295475,34.9574248
-3.9,-8.1,54.3,10251,2024-01-25 06:21:13,127.5294407,34.9573852
-3.9,-8.1,54.3,10251,2024-01-25 06:21:14,127.5294407,34.9573852
-3.9,-8.1,54.4,10251,2024-01-25 06:21:14,127.5293301,34.957345
-3.9,-7.8,54.4,10250,2024-01-25 06:21:15,127.5293301,34.957345
-3.9,-7.8,54.4,10250,2024-01-25 06:21:15,127.5292213,34.9573014
-3.8,-7.8,54.4,10249,2024-01-25 06:21:16,127.5292213,34.9573014
-3.9,-8.0,54.4,10248,2024-01-25 06:21:16,127.5291051,34.9572542
-3.9,-8.0,54.4,10248,2024-01-25 06:21:17,127.5291051,34.9572542
-3.9,-8.2,54.4,10248,2024-01-25 06:21:17,127.5289875,34.9572069
-3.9,-8.2,54.4,10247,2024-01-25 06:21:18,127.5289875,34.9572069
-3.9,-8.2,54.4,10247,2024-01-25 06:21:18,127.5288705,34.9571562
-3.8,-8.3,54.4,10247,2024-01-25 06:21:19,127.5288705,34.9571562
-3.9,-8.4,54.4,10247,2024-01-25 06:21:19,127.5287465,34.957106
-3.9,-8.2,54.4,10247,2024-01-25 06:21:20,127.5287465,34.957106
-3.8,-8.3,54.5,10247,2024-01-25 06:21:20,127.5286202,34.9570566
-3.9,-8.2,54.5,10246,2024-01-25 06:21:21,127.5286202,34.9570566
-3.8,-8.3,54.5,10246,2024-01-25 06:21:21,127.5284922,34.9570063
-3.8,-8.1,54.5,10246,2024-01-25 06:21:22,127.5284922,34.9570063
-3.8,-7.8,54.5,10245,2024-01-25 06:21:22,127.5283594,34.9569514
-3.8,-7.2,54.5,10244,2024-01-25 06:21:23,127.5283594,34.9569514
-3.8,-7.7,54.5,10244,2024-01-25 06:21:23,127.5282254,34.956895
-3.9,-8.2,54.5,10244,2024-01-25 06:21:24,127.5282254,34.956895
-3.8,-8.3,54.5,10243,2024-01-25 06:21:24,127.5280915,34.9568355
-3.8,-8.3,54.5,10243,2024-01-25 06:21:25,127.5280915,34.9568355
-3.9,-8.1,54.5,10243,2024-01-25 06:21:25,127.527954,34.956776
-3.8,-8.1,54.5,10244,2024-01-25 06:21:26,127.527954,34.956776
-3.8,-8.0,54.5,10244,2024-01-25 06:21:26,127.5278182,34.9567172
-3.9,-7.8,54.5,10244,2024-01-25 06:21:27,127.5278182,34.9567172
-3.9,-7.9,54.5,10245,2024-01-25 06:21:27,127.5276833,34.9566595
-3.9,-7.9,54.5,10246,2024-01-25 06:21:28,127.5276833,34.9566595
-3.9,-7.8,54.5,10246,2024-01-25 06:21:28,127.527547,34.9566039
-3.8,-7.7,54.5,10247,2024-01-25 06:21:29,127.527547,34.9566039
-3.8,-7.9,54.5,10248,2024-01-25 06:21:29,127.5274128,34.9565498
-3.9,-7.8,54.5,10248,2024-01-25 06:21:30,127.5274128,34.9565498
-3.9,-7.8,54.5,10248,2024-01-25 06:21:30,127.5272809,34.9564952
-3.9,-7.9,54.5,10249,2024-01-25 06:21:31,127.5272809,34.9564952
-3.9,-7.9,54.5,10249,2024-01-25 06:21:31,127.5271517,34.9564409
-3.9,-8.0,54.5,10250,2024-01-25 06:21:32,127.5271517,34.9564409
-3.9,-7.9,54.4,10250,2024-01-25 06:21:32,127.5270257,34.9563853
-3.9,-7.8,54.4,10250,2024-01-25 06:21:33,127.5270257,34.9563853
-3.9,-7.9,54.4,10251,2024-01-25 06:21:33,127.5269032,34.9563311
-3.9,-7.8,54.4,10251,2024-01-25 06:21:34,127.5269032,34.9563311
-3.9,-8.0,54.5,10252,2024-01-25 06:21:34,127.5267806,34.9562783
-3.9,-8.0,54.5,10251,2024-01-25 06:21:35,127.5267806,34.9562783
-3.9,-8.0,54.5,10251,2024-01-25 06:21:35,127.5266544,34.9562252
-3.9,-7.8,54.5,10251,2024-01-25 06:21:36,127.5266544,34.9562252
-3.9,-7.9,54.5,10250,2024-01-25 06:21:36,127.5265234,34.9561711
-3.9,-8.0,54.5,10250,2024-01-25 06:21:37,127.5265234,34.9561711
-3.9,-7.8,54.5,10250,2024-01-25 06:21:37,127.5263885,34.9561161
-3.9,-7.7,54.5,10250,2024-01-25 06:21:38,127.5263885,34.9561161
-3.9,-7.7,54.5,10249,2024-01-25 06:21:38,127.5262566,34.9560598
-3.9,-7.6,54.5,10249,2024-01-25 06:21:39,127.5262566,34.9560598
-3.9,-7.6,54.5,10249,2024-01-25 06:21:39,127.5261207,34.9560018
-3.9,-7.6,54.5,10249,2024-01-25 06:21:40,127.5261207,34.9560018
-3.9,-7.3,54.5,10248,2024-01-25 06:21:40,127.5259858,34.9559462
-3.9,-7.2,54.5,10248,2024-01-25 06:21:41,127.5259858,34.9559462
-3.9,-7.2,54.5,10248,2024-01-25 06:21:41,127.5258489,34.9558884
-3.9,-7.2,54.5,10248,2024-01-25 06:21:42,127.5258489,34.9558884
-3.9,-7.3,54.5,10248,2024-01-25 06:21:42,127.5257142,34.9558307
-3.9,-7.4,54.5,10247,2024-01-25 06:21:43,127.5257142,34.9558307
-3.9,-7.6,54.5,10247,2024-01-25 06:21:43,127.5255746,34.955772
-3.9,-7.5,54.5,10247,2024-01-25 06:21:44,127.5255746,34.955772
-3.9,-7.5,54.5,10248,2024-01-25 06:21:44,127.5254335,34.9557143
-3.9,-7.6,54.5,10249,2024-01-25 06:21:45,127.5254335,34.9557143
-3.9,-7.5,54.5,10250,2024-01-25 06:21:45,127.5252917,34.955659
-3.9,-7.6,54.5,10251,2024-01-25 06:21:46,127.5252917,34.955659
-3.9,-7.9,54.6,10252,2024-01-25 06:21:46,127.525149,34.9556105
-3.9,-8.0,54.6,10253,2024-01-25 06:21:47,127.525149,34.9556105
-3.9,-8.1,54.6,10254,2024-01-25 06:21:47,127.525013,34.9555587
-3.9,-8.1,54.6,10255,2024-01-25 06:21:48,127.525013,34.9555587
-3.9,-8.0,54.5,10256,2024-01-25 06:21:48,127.5248855,34.9554996
-3.9,-8.0,54.5,10257,2024-01-25 06:21:49,127.5248855,34.9554996
-3.9,-8.0,54.5,10257,2024-01-25 06:21:49,127.5247546,34.9554436
-3.9,-8.1,54.5,10258,2024-01-25 06:21:50,127.5247546,34.9554436
-3.9,-8.1,54.6,10258,2024-01-25 06:21:50,127.52462,34.9553908
-3.9,-8.3,54.6,10259,2024-01-25 06:21:51,127.52462,34.9553908
-3.9,-8.4,54.6,10260,2024-01-25 06:21:51,127.5244833,34.9553422
-3.9,-8.3,54.6,10260,2024-01-25 06:21:52,127.5244833,34.9553422
-3.9,-8.4,54.6,10261,2024-01-25 06:21:52,127.5243468,34.9552934
-3.9,-8.4,54.6,10262,2024-01-25 06:21:53,127.5243468,34.9552934
-3.9,-8.4,54.6,10262,2024-01-25 06:21:53,127.5242098,34.955244
-3.9,-8.3,54.6,10262,2024-01-25 06:21:54,127.5242098,34.955244
-3.9,-8.2,54.5,10263,2024-01-25 06:21:54,127.5240733,34.9551955
-3.9,-8.2,54.5,10263,2024-01-25 06:21:55,127.5240733,34.9551955
-3.9,-8.3,54.5,10264,2024-01-25 06:21:55,127.5239331,34.9551486
-3.9,-8.3,54.5,10264,2024-01-25 06:21:56,127.5239331,34.9551486
-3.9,-8.4,54.5,10264,2024-01-25 06:21:56,127.5237964,34.9551043
-4.0,-8.3,54.5,10264,2024-01-25 06:21:57,127.5237964,34.9551043
-3.9,-8.3,54.5,10265,2024-01-25 06:21:57,127.5236549,34.955062
-3.9,-8.2,54.5,10265,2024-01-25 06:21:58,127.5235149,34.9550207
-4.0,-8.2,54.5,10265,2024-01-25 06:21:58,127.5235149,34.9550207
-4.0,-8.3,54.5,10265,2024-01-25 06:21:59,127.5233795,34.9549796
-4.0,-8.1,54.5,10266,2024-01-25 06:21:59,127.5233795,34.9549796
-3.9,-7.1,54.5,10266,2024-01-25 06:22:00,127.5233795,34.9549796
-4.0,-7.9,54.5,10266,2024-01-25 06:22:00,127.5232475,34.9549392
-4.0,-8.0,54.5,10266,2024-01-25 06:22:01,127.5232475,34.9549392
-3.9,-8.1,54.5,10266,2024-01-25 06:22:01,127.5231147,34.9548961
-4.0,-8.2,54.5,10266,2024-01-25 06:22:02,127.5229907,34.9548522
-4.0,-8.2,54.5,10266,2024-01-25 06:22:02,127.5229907,34.9548522
-4.0,-8.0,54.5,10266,2024-01-25 06:22:03,127.5229907,34.9548522
-4.0,-8.0,54.5,10267,2024-01-25 06:22:03,127.5228741,34.9548068
-4.0,-7.9,54.5,10267,2024-01-25 06:22:04,127.5227692,34.9547651
-4.0,-7.8,54.6,10268,2024-01-25 06:22:04,127.5227692,34.9547651
-3.9,-7.8,54.6,10268,2024-01-25 06:22:05,127.5227692,34.9547651
-4.0,-8.1,54.6,10268,2024-01-25 06:22:05,127.5226675,34.9547287
-4.0,-8.0,54.6,10268,2024-01-25 06:22:06,127.5225673,34.954698
-3.9,-7.9,54.5,10269,2024-01-25 06:22:06,127.5225673,34.954698
-4.0,-7.9,54.5,10268,2024-01-25 06:22:07,127.5224665,34.9546717
-4.0,-8.0,54.5,10268,2024-01-25 06:22:07,127.5224665,34.9546717
-3.9,-8.1,54.5,10268,2024-01-25 06:22:08,127.5224665,34.9546717
-3.9,-8.1,54.5,10268,2024-01-25 06:22:08,127.5223611,34.9546502
-4.0,-8.1,54.5,10268,2024-01-25 06:22:09,127.5222633,34.9546215
-4.0,-8.0,54.5,10268,2024-01-25 06:22:09,127.5222633,34.9546215
-4.0,-8.0,54.5,10269,2024-01-25 06:22:10,127.5221738,34.9545893
-3.9,-8.0,54.5,10270,2024-01-25 06:22:11,127.5220815,34.9545575
-3.9,-8.1,54.5,10270,2024-01-25 06:22:11,127.5220815,34.9545575
-3.9,-8.1,54.5,10271,2024-01-25 06:22:12,127.5220815,34.9545575
-3.9,-8.1,54.5,10271,2024-01-25 06:22:12,127.5219959,34.954529
-3.9,-8.1,54.5,10271,2024-01-25 06:22:13,127.5219262,34.9545056
-3.9,-8.0,54.5,10272,2024-01-25 06:22:13,127.5219262,34.9545056
-3.9,-8.0,54.5,10273,2024-01-25 06:22:14,127.5218684,34.9544918
-3.9,-8.1,54.5,10274,2024-01-25 06:22:14,127.5218684,34.9544918
-3.9,-8.2,54.5,10274,2024-01-25 06:22:15,127.5218371,34.9544789
-4.0,-8.2,54.5,10275,2024-01-25 06:22:15,127.5218371,34.9544789
-4.0,-8.2,54.5,10276,2024-01-25 06:22:16,127.5218371,34.9544789
-3.9,-8.2,54.5,10276,2024-01-25 06:22:16,127.5218209,34.9544677
-3.9,-8.2,54.5,10276,2024-01-25 06:22:17,127.5218139,34.9544605
-3.9,-8.1,54.5,10277,2024-01-25 06:22:17,127.5218139,34.9544605
-3.9,-8.1,54.5,10277,2024-01-25 06:22:18,127.5218165,34.9544583
-3.9,-8.1,54.5,10277,2024-01-25 06:22:18,127.5218165,34.9544583
-4.0,-8.1,54.5,10277,2024-01-25 06:22:19,127.5218288,34.9544521
-4.0,-8.1,54.5,10277,2024-01-25 06:22:19,127.5218288,34.9544521
-4.0,-8.2,54.5,10277,2024-01-25 06:22:20,127.5218316,34.954451
-4.0,-8.1,54.5,10278,2024-01-25 06:22:20,127.5218316,34.954451
-3.9,-8.1,54.5,10278,2024-01-25 06:22:21,127.5218322,34.9544513
-4.0,-8.1,54.5,10278,2024-01-25 06:22:21,127.5218322,34.9544513
-4.0,-8.0,54.5,10278,2024-01-25 06:22:22,127.5218324,34.9544515
-4.0,-8.0,54.5,10278,2024-01-25 06:22:22,127.5218324,34.9544515
-4.0,-8.0,54.5,10278,2024-01-25 06:22:23,127.5218325,34.9544516
-4.0,-8.0,54.5,10278,2024-01-25 06:22:23,127.5218325,34.9544516
-4.0,-8.0,54.5,10278,2024-01-25 06:22:24,127.5218325,34.9544517
-4.0,-8.0,54.5,10278,2024-01-25 06:22:24,127.5218325,34.9544517
-4.0,-8.1,54.5,10278,2024-01-25 06:22:25,127.5218325,34.9544517
-4.0,-8.0,54.5,10278,2024-01-25 06:22:25,127.5218325,34.9544517
-4.0,-8.0,54.5,10278,2024-01-25 06:22:26,127.5218325,34.9544517
-4.0,-8.1,54.5,10278,2024-01-25 06:22:27,127.5218325,34.9544517
-4.0,-8.0,54.5,10278,2024-01-25 06:22:27,127.5218325,34.9544517
-4.0,-7.9,54.5,10278,2024-01-25 06:22:27,127.5218325,34.9544517
-4.0,-8.1,54.5,10278,2024-01-25 06:22:28,127.5218325,34.9544517
-4.0,-8.0,54.5,10278,2024-01-25 06:22:29,127.5218325,34.9544517
-4.0,-8.1,54.5,10278,2024-01-25 06:22:29,127.5218325,34.9544517
-4.0,-8.1,54.5,10278,2024-01-25 06:22:30,127.5218325,34.9544517
-4.0,-8.0,54.5,10278,2024-01-25 06:22:30,127.5218325,34.9544517
-4.0,-8.0,54.5,10278,2024-01-25 06:22:31,127.5218325,34.9544517
-4.0,-7.9,54.5,10278,2024-01-25 06:22:31,127.5218325,34.9544517
-4.0,-8.0,54.5,10278,2024-01-25 06:22:32,127.5218325,34.9544517
-4.0,-8.0,54.5,10278,2024-01-25 06:22:33,127.5218325,34.9544517
-4.1,-8.0,54.5,10278,2024-01-25 06:22:33,127.5218325,34.9544517
-4.0,-8.0,54.5,10278,2024-01-25 06:22:34,127.5218325,34.9544517
-4.0,-7.9,54.5,10278,2024-01-25 06:22:34,127.5218325,34.9544517
-4.1,-7.9,54.5,10278,2024-01-25 06:22:35,127.5218325,34.9544517
-4.1,-8.0,54.5,10278,2024-01-25 06:22:35,127.5218325,34.9544517
-4.1,-7.9,54.5,10279,2024-01-25 06:22:36,127.5218325,34.9544517
-4.1,-8.0,54.5,10279,2024-01-25 06:22:36,127.5218325,34.9544517
-4.1,-7.9,54.4,10278,2024-01-25 06:22:37,127.5218325,34.9544517
-4.1,-7.9,54.4,10278,2024-01-25 06:22:37,127.5218325,34.9544517
-4.1,-8.0,54.4,10278,2024-01-25 06:22:38,127.5218325,34.9544517
-4.1,-7.9,54.4,10278,2024-01-25 06:22:38,127.5218325,34.9544517
-4.1,-8.0,54.4,10278,2024-01-25 06:22:39,127.5218325,34.9544517
-4.1,-7.9,54.4,10278,2024-01-25 06:22:39,127.5218325,34.9544517
-4.1,-7.9,54.4,10278,2024-01-25 06:22:40,127.5218325,34.9544517
-4.1,-7.9,54.4,10278,2024-01-25 06:22:40,127.5218325,34.9544517
-4.1,-7.9,54.4,10278,2024-01-25 06:22:41,127.5218325,34.9544517
-4.1,-7.9,54.4,10278,2024-01-25 06:22:41,127.5218325,34.9544517
-4.1,-8.0,54.4,10278,2024-01-25 06:22:42,127.5218325,34.9544517
-4.1,-8.0,54.4,10278,2024-01-25 06:22:42,127.5218325,34.9544517
-4.1,-7.9,54.4,10278,2024-01-25 06:22:43,127.5218325,34.9544517
-4.1,-7.9,54.4,10278,2024-01-25 06:22:43,127.5218325,34.9544517
-4.2,-7.9,54.4,10278,2024-01-25 06:22:44,127.5218325,34.9544517
-4.1,-8.0,54.4,10278,2024-01-25 06:22:44,127.5218325,34.9544517
-4.2,-7.9,54.4,10278,2024-01-25 06:22:45,127.5218325,34.9544517
-4.2,-7.9,54.4,10278,2024-01-25 06:22:46,127.5218325,34.9544517
-4.2,-7.9,54.4,10278,2024-01-25 06:22:46,127.5218325,34.9544517
-4.2,-7.9,54.4,10278,2024-01-25 06:22:47,127.5218325,34.9544517
-4.2,-7.9,54.4,10278,2024-01-25 06:22:47,127.5218325,34.9544517
-4.2,-7.9,54.4,10278,2024-01-25 06:22:48,127.5218325,34.9544517
-4.2,-7.9,54.4,10278,2024-01-25 06:22:48,127.5218325,34.9544517
-4.2,-7.9,54.3,10278,2024-01-25 06:22:49,127.5218325,34.9544517
-4.2,-7.9,54.3,10278,2024-01-25 06:22:49,127.5218325,34.9544517
-4.2,-7.9,54.3,10278,2024-01-25 06:22:50,127.5218325,34.9544517
-4.2,-7.9,54.3,10278,2024-01-25 06:22:50,127.5218325,34.9544517
-4.2,-7.9,54.3,10278,2024-01-25 06:22:51,127.5218325,34.9544517
-4.2,-7.9,54.3,10278,2024-01-25 06:22:51,127.5218325,34.9544517
-4.2,-7.8,54.3,10278,2024-01-25 06:22:52,127.5218325,34.9544517
-4.2,-7.9,54.3,10278,2024-01-25 06:22:53,127.5218325,34.9544517
-4.2,-7.8,54.3,10278,2024-01-25 06:22:53,127.5218325,34.9544517
-4.2,-7.8,54.3,10278,2024-01-25 06:22:54,127.5218325,34.9544517
-4.2,-7.8,54.3,10278,2024-01-25 06:22:54,127.5218325,34.9544517
-4.2,-7.9,54.3,10278,2024-01-25 06:22:55,127.5218325,34.9544517
-4.2,-8.0,54.3,10278,2024-01-25 06:22:55,127.5218325,34.9544517
-4.2,-7.8,54.3,10278,2024-01-25 06:22:56,127.5218325,34.9544517
-4.2,-7.8,54.3,10278,2024-01-25 06:22:56,127.5218325,34.9544517
-4.2,-7.9,54.3,10278,2024-01-25 06:22:57,127.5218325,34.9544517
-4.2,-7.8,54.3,10278,2024-01-25 06:22:57,127.5218325,34.9544517
-4.2,-7.8,54.3,10277,2024-01-25 06:22:58,127.5218325,34.9544517
-4.2,-7.8,54.3,10277,2024-01-25 06:22:58,127.5218325,34.9544517
-4.2,-7.9,54.3,10277,2024-01-25 06:22:59,127.5218325,34.9544517
-4.2,-7.8,54.3,10277,2024-01-25 06:22:59,127.5218325,34.9544517
-4.2,-7.8,54.3,10277,2024-01-25 06:23:00,127.5218325,34.9544517
-4.2,-7.8,54.3,10277,2024-01-25 06:23:00,127.5218325,34.9544517
-4.2,-7.9,54.3,10277,2024-01-25 06:23:01,127.5218325,34.9544517
-4.2,-7.8,54.3,10277,2024-01-25 06:23:01,127.5218325,34.9544517
-4.2,-7.8,54.3,10277,2024-01-25 06:23:02,127.5218325,34.9544517
-4.2,-7.8,54.3,10277,2024-01-25 06:23:02,127.5218325,34.9544517
-4.2,-7.8,54.3,10277,2024-01-25 06:23:03,127.5218325,34.9544517
-4.2,-7.8,54.3,10277,2024-01-25 06:23:03,127.5218325,34.9544517
-4.2,-7.8,54.3,10277,2024-01-25 06:23:04,127.5218325,34.9544517
-4.2,-7.8,54.3,10277,2024-01-25 06:23:04,127.5218325,34.9544517
-4.2,-7.9,54.2,10277,2024-01-25 06:23:05,127.5218325,34.9544517
-4.2,-7.9,54.2,10277,2024-01-25 06:23:05,127.5218325,34.9544517
-4.2,-7.8,54.2,10277,2024-01-25 06:23:06,127.5218325,34.9544517
-4.2,-7.8,54.2,10277,2024-01-25 06:23:06,127.5218325,34.9544517
-4.2,-7.8,54.2,10277,2024-01-25 06:23:07,127.5218325,34.9544517
-4.2,-7.8,54.2,10277,2024-01-25 06:23:07,127.5218325,34.9544517
-4.2,-7.8,54.2,10277,2024-01-25 06:23:08,127.5218325,34.9544517
-4.2,-7.8,54.2,10277,2024-01-25 06:23:08,127.5218325,34.9544517
-4.2,-7.8,54.2,10277,2024-01-25 06:23:09,127.5218325,34.9544517
-4.2,-7.8,54.2,10277,2024-01-25 06:23:09,127.5218325,34.9544517
-4.2,-7.8,54.2,10277,2024-01-25 06:23:10,127.5218325,34.9544517
-4.2,-7.7,54.2,10277,2024-01-25 06:23:10,127.5218325,34.9544517
-4.2,-7.8,54.3,10277,2024-01-25 06:23:11,127.5218325,34.9544517
-4.2,-7.8,54.3,10277,2024-01-25 06:23:11,127.5218325,34.9544517
-4.2,-7.7,54.3,10277,2024-01-25 06:23:12,127.5218325,34.9544517
-4.2,-7.7,54.3,10277,2024-01-25 06:23:12,127.5218325,34.9544517
-4.2,-7.7,54.2,10277,2024-01-25 06:23:13,127.5218325,34.9544517
-4.2,-7.9,54.2,10277,2024-01-25 06:23:13,127.5218325,34.9544517
-4.2,-7.8,54.2,10278,2024-01-25 06:23:14,127.5218325,34.9544517
-4.2,-7.7,54.2,10278,2024-01-25 06:23:14,127.5218325,34.9544517
-4.2,-7.9,54.2,10278,2024-01-25 06:23:15,127.5218325,34.9544517
-4.2,-7.8,54.2,10278,2024-01-25 06:23:15,127.5218325,34.9544517
-4.2,-7.8,54.2,10278,2024-01-25 06:23:16,127.5218325,34.9544517
-4.2,-7.8,54.2,10278,2024-01-25 06:23:16,127.5218325,34.9544517
-4.2,-7.8,54.2,10278,2024-01-25 06:23:17,127.5218325,34.9544517
-4.2,-7.7,54.2,10278,2024-01-25 06:23:17,127.5218325,34.9544517
-4.2,-7.8,54.2,10278,2024-01-25 06:23:18,127.5218325,34.9544517
-4.2,-7.7,54.2,10278,2024-01-25 06:23:18,127.5218325,34.9544517
-4.2,-7.8,54.2,10278,2024-01-25 06:23:19,127.5218325,34.9544517
-4.2,-7.8,54.2,10278,2024-01-25 06:23:19,127.5218325,34.9544517
-4.2,-7.7,54.2,10278,2024-01-25 06:23:20,127.5218325,34.9544517
-4.2,-7.7,54.2,10278,2024-01-25 06:23:20,127.5218325,34.9544517
-4.2,-7.9,54.2,10278,2024-01-25 06:23:21,127.5218325,34.9544517
-4.2,-7.8,54.2,10278,2024-01-25 06:23:21,127.5218325,34.9544517
-4.2,-7.8,54.2,10278,2024-01-25 06:23:22,127.5218325,34.9544517
-4.2,-7.8,54.2,10278,2024-01-25 06:23:22,127.5218325,34.9544517
-4.2,-7.7,54.1,10278,2024-01-25 06:23:23,127.5218325,34.9544517
-4.2,-7.8,54.1,10278,2024-01-25 06:23:23,127.5218325,34.9544517
-4.2,-7.7,54.1,10278,2024-01-25 06:23:24,127.5218325,34.9544517
-4.2,-7.9,54.1,10277,2024-01-25 06:23:24,127.5218277,34.9544482
-4.2,-8.0,54.1,10277,2024-01-25 06:23:25,127.5218277,34.9544482
-4.2,-7.9,54.1,10277,2024-01-25 06:23:25,127.5218064,34.9544422
-4.2,-7.8,54.1,10277,2024-01-25 06:23:26,127.5218064,34.9544422
-4.2,-7.8,54.1,10277,2024-01-25 06:23:26,127.52176,34.9544297
-4.2,-7.9,54.1,10277,2024-01-25 06:23:27,127.52176,34.9544297
-4.2,-7.9,54.1,10277,2024-01-25 06:23:27,127.5217011,34.9544134
-4.2,-7.7,54.1,10277,2024-01-25 06:23:28,127.5217011,34.9544134
-4.2,-7.7,54.1,10276,2024-01-25 06:23:28,127.5216351,34.9543969
-4.2,-7.7,54.1,10276,2024-01-25 06:23:29,127.5216351,34.9543969
-4.2,-7.9,54.1,10276,2024-01-25 06:23:29,127.5215582,34.9543787
-4.2,-8.0,54.1,10276,2024-01-25 06:23:30,127.5215582,34.9543787
-4.2,-8.1,54.1,10276,2024-01-25 06:23:30,127.5214794,34.95435
-4.2,-7.8,54.1,10276,2024-01-25 06:23:31,127.5214794,34.95435
-4.2,-8.0,54.1,10276,2024-01-25 06:23:31,127.521401,34.9543165
-4.2,-8.2,54.1,10276,2024-01-25 06:23:32,127.521401,34.9543165
-4.2,-8.2,54.1,10276,2024-01-25 06:23:32,127.5213298,34.9542783
-4.2,-8.3,54.1,10276,2024-01-25 06:23:33,127.5213298,34.9542783
-4.2,-7.7,54.1,10276,2024-01-25 06:23:33,127.5212645,34.9542278
-4.2,-7.9,54.1,10276,2024-01-25 06:23:34,127.5212645,34.9542278
-4.2,-8.0,54.1,10275,2024-01-25 06:23:34,127.521209,34.9541723
-4.2,-8.4,54.1,10275,2024-01-25 06:23:35,127.521209,34.9541723
-4.2,-8.5,54.1,10276,2024-01-25 06:23:35,127.5211672,34.9541164
-4.2,-8.4,54.1,10276,2024-01-25 06:23:36,127.5211672,34.9541164
-4.2,-7.9,54.1,10276,2024-01-25 06:23:36,127.5211425,34.9540606
-4.2,-8.1,54.1,10276,2024-01-25 06:23:37,127.5211425,34.9540606
-4.1,-8.2,54.1,10276,2024-01-25 06:23:37,127.5211341,34.9540003
-4.2,-8.2,54.1,10276,2024-01-25 06:23:38,127.5211341,34.9540003
-4.2,-8.1,54.1,10276,2024-01-25 06:23:38,127.5211401,34.9539299
-4.1,-7.9,54.1,10276,2024-01-25 06:23:39,127.5211401,34.9539299
-4.1,-7.8,54.1,10275,2024-01-25 06:23:39,127.5211605,34.9538531
-4.1,-7.8,54.1,10275,2024-01-25 06:23:40,127.5211605,34.9538531
-4.1,-8.1,54.1,10275,2024-01-25 06:23:40,127.5211909,34.9537715
-4.2,-7.8,54.1,10274,2024-01-25 06:23:41,127.5211909,34.9537715
-4.1,-7.9,54.1,10274,2024-01-25 06:23:41,127.5212241,34.9536865
-4.1,-7.9,54.1,10274,2024-01-25 06:23:42,127.5212241,34.9536865
-4.1,-7.8,54.1,10274,2024-01-25 06:23:42,127.5212573,34.9535992
-4.1,-7.8,54.1,10274,2024-01-25 06:23:43,127.5212573,34.9535992
-4.1,-7.7,54.1,10274,2024-01-25 06:23:43,127.5212887,34.9535088
